selective b 
=========================================================================
                          Station B                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "selective-B.log", TCP port 59144, debug mask 0x00
Station B is connecting station A (TCP port 59144) ... Done.
New epoch: Tue May 17 18:52:55 2016
=========================================================================
Designed by Yuan Yukun, based on Teacher Jiang's code.
Build: May 17 2016  18:50:34
2.582 .... 8 packets received, 7710 bps, 96.38%, Err 0 (0.0e+000)
723.210 .... 2678 packets received, 7588 bps, 94.86%, Err 56 (9.7e-006)
725.335 .... 2686 packets received, 7589 bps, 94.86%, Err 56 (9.7e-006)
727.445 .... 2694 packets received, 7589 bps, 94.87%, Err 56 (9.6e-006)
735.085 .... 2699 packets received, 7524 bps, 94.05%, Err 59 (1.0e-005)
738.007 .... 2718 packets received, 7547 bps, 94.34%, Err 59 (1.0e-005)
741.164 .... 2724 packets received, 7532 bps, 94.15%, Err 60 (1.0e-005)
743.289 .... 2734 packets received, 7538 bps, 94.22%, Err 60 (1.0e-005)
745.398 .... 2742 packets received, 7538 bps, 94.23%, Err 60 (1.0e-005)
747.507 .... 2750 packets received, 7539 bps, 94.24%, Err 60 (1.0e-005)
749.617 .... 2758 packets received, 7540 bps, 94.25%, Err 60 (1.0e-005)
751.726 .... 2766 packets received, 7540 bps, 94.25%, Err 60 (1.0e-005)
753.836 .... 2774 packets received, 7541 bps, 94.26%, Err 60 (1.0e-005)
755.945 .... 2782 packets received, 7542 bps, 94.27%, Err 60 (1.0e-005)
758.070 .... 2790 packets received, 7542 bps, 94.28%, Err 60 (9.9e-006)
760.179 .... 2798 packets received, 7543 bps, 94.28%, Err 60 (9.9e-006)
762.289 .... 2805 packets received, 7541 bps, 94.26%, Err 61 (1.0e-005)
764.398 .... 2813 packets received, 7541 bps, 94.26%, Err 61 (1.0e-005)
766.508 .... 2821 packets received, 7542 bps, 94.27%, Err 61 (1.0e-005)
768.648 .... 2829 packets received, 7542 bps, 94.28%, Err 61 (9.9e-006)
770.726 .... 2837 packets received, 7543 bps, 94.29%, Err 61 (9.9e-006)
772.836 .... 2845 packets received, 7544 bps, 94.30%, Err 61 (9.9e-006)
774.961 .... 2849 packets received, 7534 bps, 94.17%, Err 62 (1.0e-005)
777.070 .... 2860 packets received, 7542 bps, 94.28%, Err 62 (1.0e-005)
779.180 .... 2868 packets received, 7543 bps, 94.28%, Err 62 (1.0e-005)
781.305 .... 2876 packets received, 7543 bps, 94.29%, Err 62 (9.9e-006)
783.414 .... 2884 packets received, 7544 bps, 94.30%, Err 62 (9.9e-006)
786.320 .... 2891 packets received, 7534 bps, 94.18%, Err 63 (1.0e-005)
788.430 .... 2902 packets received, 7543 bps, 94.28%, Err 63 (1.0e-005)
790.524 .... 2910 packets received, 7543 bps, 94.29%, Err 64 (1.0e-005)
792.664 .... 2917 packets received, 7541 bps, 94.26%, Err 65 (1.0e-005)
794.774 .... 2925 packets received, 7542 bps, 94.27%, Err 65 (1.0e-005)
796.883 .... 2932 packets received, 7540 bps, 94.25%, Err 66 (1.0e-005)
798.992 .... 2940 packets received, 7540 bps, 94.25%, Err 66 (1.0e-005)
801.086 .... 2948 packets received, 7541 bps, 94.26%, Err 66 (1.0e-005)
803.211 .... 2956 packets received, 7541 bps, 94.27%, Err 66 (1.0e-005)
805.324 .... 2964 packets received, 7542 bps, 94.27%, Err 66 (1.0e-005)
807.433 .... 2972 packets received, 7543 bps, 94.28%, Err 66 (1.0e-005)
809.574 .... 2980 packets received, 7543 bps, 94.29%, Err 66 (1.0e-005)
811.652 .... 2988 packets received, 7544 bps, 94.30%, Err 66 (1.0e-005)
813.762 .... 2996 packets received, 7544 bps, 94.30%, Err 66 (1.0e-005)
815.902 .... 3004 packets received, 7545 bps, 94.31%, Err 66 (1.0e-005)
817.996 .... 3012 packets received, 7545 bps, 94.32%, Err 66 (1.0e-005)
820.121 .... 3020 packets received, 7546 bps, 94.32%, Err 66 (1.0e-005)
822.231 .... 3028 packets received, 7546 bps, 94.33%, Err 66 (1.0e-005)
824.340 .... 3036 packets received, 7547 bps, 94.34%, Err 66 (1.0e-005)
826.434 .... 3044 packets received, 7548 bps, 94.34%, Err 66 (1.0e-005)
829.090 .... 3049 packets received, 7536 bps, 94.20%, Err 67 (1.0e-005)
831.199 .... 3061 packets received, 7546 bps, 94.33%, Err 67 (1.0e-005)
833.324 .... 3069 packets received, 7547 bps, 94.33%, Err 67 (1.0e-005)
835.434 .... 3077 packets received, 7547 bps, 94.34%, Err 67 (1.0e-005)
837.543 .... 3085 packets received, 7548 bps, 94.35%, Err 67 (1.0e-005)
839.637 .... 3093 packets received, 7548 bps, 94.35%, Err 67 (1.0e-005)
841.746 .... 3101 packets received, 7549 bps, 94.36%, Err 67 (1.0e-005)
843.871 .... 3109 packets received, 7549 bps, 94.37%, Err 67 (1.0e-005)
845.996 .... 3117 packets received, 7550 bps, 94.37%, Err 67 (9.9e-006)
848.106 .... 3120 packets received, 7538 bps, 94.23%, Err 68 (1.0e-005)
850.200 .... 3132 packets received, 7549 bps, 94.36%, Err 68 (1.0e-005)
852.340 .... 3140 packets received, 7549 bps, 94.36%, Err 68 (1.0e-005)
854.450 .... 3148 packets received, 7549 bps, 94.37%, Err 68 (1.0e-005)
856.559 .... 3156 packets received, 7550 bps, 94.37%, Err 68 (9.9e-006)
858.669 .... 3164 packets received, 7550 bps, 94.38%, Err 68 (9.9e-006)
860.778 .... 3172 packets received, 7551 bps, 94.39%, Err 68 (9.9e-006)
863.137 .... 3176 packets received, 7540 bps, 94.25%, Err 69 (1.0e-005)
865.262 .... 3188 packets received, 7550 bps, 94.37%, Err 69 (1.0e-005)
867.387 .... 3196 packets received, 7550 bps, 94.38%, Err 70 (1.0e-005)
870.559 .... 3201 packets received, 7534 bps, 94.18%, Err 72 (1.0e-005)
872.684 .... 3213 packets received, 7544 bps, 94.30%, Err 72 (1.0e-005)
874.794 .... 3221 packets received, 7545 bps, 94.31%, Err 72 (1.0e-005)
876.919 .... 3229 packets received, 7545 bps, 94.31%, Err 72 (1.0e-005)
879.028 .... 3237 packets received, 7546 bps, 94.32%, Err 72 (1.0e-005)
881.138 .... 3245 packets received, 7546 bps, 94.33%, Err 72 (1.0e-005)
883.247 .... 3253 packets received, 7547 bps, 94.33%, Err 72 (1.0e-005)
885.356 .... 3261 packets received, 7547 bps, 94.34%, Err 72 (1.0e-005)
887.481 .... 3269 packets received, 7548 bps, 94.35%, Err 72 (1.0e-005)
889.575 .... 3277 packets received, 7548 bps, 94.35%, Err 72 (1.0e-005)
891.950 .... 3281 packets received, 7537 bps, 94.22%, Err 73 (1.0e-005)
894.091 .... 3293 packets received, 7547 bps, 94.33%, Err 73 (1.0e-005)
896.216 .... 3301 packets received, 7547 bps, 94.34%, Err 73 (1.0e-005)
898.294 .... 3309 packets received, 7548 bps, 94.35%, Err 73 (1.0e-005)
900.419 .... 3317 packets received, 7548 bps, 94.35%, Err 73 (1.0e-005)
902.544 .... 3325 packets received, 7549 bps, 94.36%, Err 73 (1.0e-005)
904.653 .... 3333 packets received, 7549 bps, 94.37%, Err 73 (1.0e-005)
906.763 .... 3341 packets received, 7550 bps, 94.37%, Err 73 (1.0e-005)
908.872 .... 3349 packets received, 7550 bps, 94.38%, Err 73 (1.0e-005)
910.982 .... 3357 packets received, 7551 bps, 94.38%, Err 73 (1.0e-005)
913.091 .... 3365 packets received, 7551 bps, 94.39%, Err 73 (1.0e-005)
915.216 .... 3373 packets received, 7552 bps, 94.40%, Err 73 (1.0e-005)
917.326 .... 3381 packets received, 7552 bps, 94.40%, Err 73 (1.0e-005)
919.435 .... 3389 packets received, 7553 bps, 94.41%, Err 73 (9.9e-006)
921.544 .... 3397 packets received, 7553 bps, 94.41%, Err 73 (9.9e-006)
923.638 .... 3405 packets received, 7554 bps, 94.42%, Err 73 (9.9e-006)
926.029 .... 3410 packets received, 7545 bps, 94.32%, Err 74 (1.0e-005)
928.138 .... 3421 packets received, 7552 bps, 94.40%, Err 74 (1.0e-005)
930.263 .... 3429 packets received, 7553 bps, 94.41%, Err 74 (1.0e-005)
932.373 .... 3437 packets received, 7553 bps, 94.42%, Err 74 (9.9e-006)
934.482 .... 3445 packets received, 7554 bps, 94.42%, Err 74 (9.9e-006)
936.591 .... 3453 packets received, 7554 bps, 94.43%, Err 74 (9.9e-006)
938.701 .... 3460 packets received, 7552 bps, 94.41%, Err 75 (1.0e-005)
941.341 .... 3466 packets received, 7544 bps, 94.30%, Err 77 (1.0e-005)
943.435 .... 3476 packets received, 7549 bps, 94.37%, Err 77 (1.0e-005)
945.576 .... 3484 packets received, 7550 bps, 94.37%, Err 77 (1.0e-005)
947.685 .... 3492 packets received, 7550 bps, 94.38%, Err 77 (1.0e-005)
949.795 .... 3500 packets received, 7551 bps, 94.38%, Err 77 (1.0e-005)
951.904 .... 3508 packets received, 7551 bps, 94.39%, Err 78 (1.0e-005)
953.998 .... 3515 packets received, 7549 bps, 94.37%, Err 78 (1.0e-005)
956.123 .... 3523 packets received, 7550 bps, 94.37%, Err 78 (1.0e-005)
958.248 .... 3531 packets received, 7550 bps, 94.38%, Err 78 (1.0e-005)
960.357 .... 3538 packets received, 7549 bps, 94.36%, Err 79 (1.0e-005)
962.451 .... 3546 packets received, 7549 bps, 94.36%, Err 79 (1.0e-005)
964.576 .... 3554 packets received, 7549 bps, 94.37%, Err 79 (1.0e-005)
967.732 .... 3562 packets received, 7542 bps, 94.27%, Err 80 (1.0e-005)
969.857 .... 3573 packets received, 7548 bps, 94.36%, Err 80 (1.0e-005)
971.967 .... 3581 packets received, 7549 bps, 94.36%, Err 80 (1.0e-005)
974.092 .... 3589 packets received, 7549 bps, 94.37%, Err 80 (1.0e-005)
976.201 .... 3597 packets received, 7550 bps, 94.37%, Err 80 (1.0e-005)
978.311 .... 3605 packets received, 7550 bps, 94.38%, Err 80 (1.0e-005)
980.420 .... 3613 packets received, 7551 bps, 94.38%, Err 80 (1.0e-005)
982.529 .... 3621 packets received, 7551 bps, 94.39%, Err 80 (1.0e-005)
984.639 .... 3629 packets received, 7552 bps, 94.40%, Err 82 (1.0e-005)
986.748 .... 3637 packets received, 7552 bps, 94.40%, Err 82 (1.0e-005)
988.873 .... 3645 packets received, 7552 bps, 94.41%, Err 82 (1.0e-005)
990.983 .... 3653 packets received, 7553 bps, 94.41%, Err 82 (1.0e-005)
993.092 .... 3661 packets received, 7553 bps, 94.42%, Err 82 (1.0e-005)
995.186 .... 3669 packets received, 7554 bps, 94.42%, Err 82 (1.0e-005)
997.311 .... 3677 packets received, 7554 bps, 94.43%, Err 82 (1.0e-005)
999.405 .... 3685 packets received, 7555 bps, 94.44%, Err 82 (1.0e-005)
1001.545 .... 3693 packets received, 7555 bps, 94.44%, Err 82 (1.0e-005)
1003.655 .... 3697 packets received, 7547 bps, 94.34%, Err 83 (1.0e-005)
1005.748 .... 3708 packets received, 7554 bps, 94.43%, Err 83 (1.0e-005)
1007.874 .... 3716 packets received, 7554 bps, 94.43%, Err 83 (1.0e-005)
1009.967 .... 3724 packets received, 7555 bps, 94.44%, Err 83 (1.0e-005)
1012.092 .... 3732 packets received, 7555 bps, 94.44%, Err 83 (1.0e-005)
1014.202 .... 3740 packets received, 7556 bps, 94.45%, Err 83 (1.0e-005)
1016.327 .... 3748 packets received, 7556 bps, 94.45%, Err 84 (1.0e-005)
1018.421 .... 3756 packets received, 7557 bps, 94.46%, Err 84 (1.0e-005)
1020.530 .... 3764 packets received, 7557 bps, 94.46%, Err 84 (1.0e-005)
1022.655 .... 3772 packets received, 7557 bps, 94.47%, Err 84 (1.0e-005)
1024.764 .... 3780 packets received, 7558 bps, 94.47%, Err 84 (1.0e-005)
1026.858 .... 3788 packets received, 7558 bps, 94.48%, Err 84 (1.0e-005)
1028.983 .... 3795 packets received, 7557 bps, 94.46%, Err 85 (1.0e-005)
1031.108 .... 3803 packets received, 7557 bps, 94.46%, Err 85 (1.0e-005)
1033.202 .... 3811 packets received, 7557 bps, 94.47%, Err 85 (1.0e-005)
1035.343 .... 3819 packets received, 7558 bps, 94.47%, Err 85 (1.0e-005)
1037.436 .... 3827 packets received, 7558 bps, 94.48%, Err 85 (1.0e-005)
1039.546 .... 3835 packets received, 7559 bps, 94.48%, Err 85 (1.0e-005)
1041.655 .... 3843 packets received, 7559 bps, 94.49%, Err 85 (1.0e-005)
1043.780 .... 3851 packets received, 7559 bps, 94.49%, Err 85 (1.0e-005)
1045.890 .... 3859 packets received, 7560 bps, 94.50%, Err 85 (1.0e-005)
1048.265 .... 3864 packets received, 7552 bps, 94.41%, Err 86 (1.0e-005)
1050.374 .... 3875 packets received, 7559 bps, 94.48%, Err 86 (1.0e-005)
1052.499 .... 3883 packets received, 7559 bps, 94.49%, Err 86 (1.0e-005)
1054.608 .... 3891 packets received, 7559 bps, 94.49%, Err 86 (1.0e-005)
1056.718 .... 3899 packets received, 7560 bps, 94.50%, Err 87 (1.0e-005)
1058.843 .... 3907 packets received, 7560 bps, 94.50%, Err 87 (1.0e-005)
1060.937 .... 3915 packets received, 7561 bps, 94.51%, Err 87 (1.0e-005)
1063.077 .... 3923 packets received, 7561 bps, 94.51%, Err 87 (1.0e-005)
1065.171 .... 3927 packets received, 7554 bps, 94.42%, Err 88 (1.0e-005)
1067.296 .... 3938 packets received, 7560 bps, 94.50%, Err 88 (1.0e-005)
1069.390 .... 3946 packets received, 7560 bps, 94.50%, Err 88 (1.0e-005)
1071.515 .... 3954 packets received, 7561 bps, 94.51%, Err 88 (1.0e-005)
1073.624 .... 3962 packets received, 7561 bps, 94.51%, Err 88 (1.0e-005)
1075.734 .... 3970 packets received, 7561 bps, 94.52%, Err 88 (1.0e-005)
1077.859 .... 3978 packets received, 7562 bps, 94.52%, Err 88 (1.0e-005)
1079.968 .... 3986 packets received, 7562 bps, 94.53%, Err 88 (1.0e-005)
1082.093 .... 3994 packets received, 7562 bps, 94.53%, Err 88 (1.0e-005)
1084.203 .... 4002 packets received, 7563 bps, 94.53%, Err 88 (1.0e-005)
1086.296 .... 4010 packets received, 7563 bps, 94.54%, Err 88 (1.0e-005)
1088.421 .... 4018 packets received, 7564 bps, 94.54%, Err 88 (1.0e-005)
1090.531 .... 4026 packets received, 7564 bps, 94.55%, Err 88 (1.0e-005)
1093.421 .... 4033 packets received, 7557 bps, 94.46%, Err 89 (1.0e-005)
1095.546 .... 4044 packets received, 7563 bps, 94.54%, Err 89 (1.0e-005)
1097.640 .... 4052 packets received, 7563 bps, 94.54%, Err 89 (1.0e-005)
1099.781 .... 4060 packets received, 7564 bps, 94.55%, Err 89 (1.0e-005)
1101.890 .... 4068 packets received, 7564 bps, 94.55%, Err 89 (1.0e-005)
1104.015 .... 4076 packets received, 7564 bps, 94.55%, Err 89 (1.0e-005)
1106.093 .... 4084 packets received, 7565 bps, 94.56%, Err 89 (1.0e-005)
1108.250 .... 4092 packets received, 7565 bps, 94.56%, Err 89 (1.0e-005)
1110.609 .... 4097 packets received, 7558 bps, 94.48%, Err 90 (1.0e-005)
1112.719 .... 4108 packets received, 7564 bps, 94.55%, Err 90 (1.0e-005)
1114.828 .... 4116 packets received, 7564 bps, 94.56%, Err 90 (1.0e-005)
1116.937 .... 4124 packets received, 7565 bps, 94.56%, Err 90 (1.0e-005)
1119.047 .... 4132 packets received, 7565 bps, 94.56%, Err 90 (1.0e-005)
1121.172 .... 4140 packets received, 7565 bps, 94.57%, Err 90 (1.0e-005)
1123.281 .... 4148 packets received, 7566 bps, 94.57%, Err 90 (1.0e-005)
1125.391 .... 4156 packets received, 7566 bps, 94.58%, Err 90 (1.0e-005)
1127.500 .... 4164 packets received, 7567 bps, 94.58%, Err 90 (1.0e-005)
1129.594 .... 4172 packets received, 7567 bps, 94.59%, Err 90 (1.0e-005)
1131.719 .... 4180 packets received, 7567 bps, 94.59%, Err 90 (1.0e-005)
1133.828 .... 4188 packets received, 7568 bps, 94.60%, Err 90 (9.9e-006)
1137.000 .... 4196 packets received, 7561 bps, 94.51%, Err 91 (1.0e-005)
1139.110 .... 4207 packets received, 7567 bps, 94.58%, Err 91 (1.0e-005)
1141.500 .... 4212 packets received, 7560 bps, 94.50%, Err 92 (1.0e-005)
1143.610 .... 4223 packets received, 7566 bps, 94.57%, Err 92 (1.0e-005)
1145.719 .... 4231 packets received, 7566 bps, 94.58%, Err 92 (1.0e-005)
1147.828 .... 4239 packets received, 7566 bps, 94.58%, Err 92 (1.0e-005)
1149.938 .... 4247 packets received, 7567 bps, 94.58%, Err 92 (1.0e-005)
1152.047 .... 4255 packets received, 7567 bps, 94.59%, Err 92 (1.0e-005)
1154.172 .... 4263 packets received, 7567 bps, 94.59%, Err 92 (1.0e-005)
1156.282 .... 4271 packets received, 7568 bps, 94.60%, Err 92 (1.0e-005)
1158.375 .... 4279 packets received, 7568 bps, 94.60%, Err 92 (9.9e-006)
1160.500 .... 4287 packets received, 7568 bps, 94.61%, Err 92 (9.9e-006)
1162.610 .... 4295 packets received, 7569 bps, 94.61%, Err 92 (9.9e-006)
1164.719 .... 4303 packets received, 7569 bps, 94.62%, Err 93 (1.0e-005)
1166.829 .... 4311 packets received, 7570 bps, 94.62%, Err 93 (1.0e-005)
1168.938 .... 4319 packets received, 7570 bps, 94.62%, Err 93 (1.0e-005)
1171.063 .... 4326 packets received, 7568 bps, 94.61%, Err 95 (1.0e-005)
1173.172 .... 4333 packets received, 7567 bps, 94.59%, Err 95 (1.0e-005)
1175.266 .... 4341 packets received, 7568 bps, 94.59%, Err 95 (1.0e-005)
1177.391 .... 4349 packets received, 7568 bps, 94.60%, Err 95 (1.0e-005)
1179.516 .... 4357 packets received, 7568 bps, 94.60%, Err 96 (1.0e-005)
1181.626 .... 4364 packets received, 7567 bps, 94.58%, Err 96 (1.0e-005)
1183.735 .... 4372 packets received, 7567 bps, 94.59%, Err 96 (1.0e-005)
1185.844 .... 4380 packets received, 7567 bps, 94.59%, Err 96 (1.0e-005)
1187.938 .... 4388 packets received, 7568 bps, 94.60%, Err 96 (1.0e-005)
1190.063 .... 4396 packets received, 7568 bps, 94.60%, Err 96 (1.0e-005)
1192.188 .... 4404 packets received, 7568 bps, 94.60%, Err 96 (1.0e-005)
1194.298 .... 4412 packets received, 7569 bps, 94.61%, Err 96 (1.0e-005)
1196.673 .... 4417 packets received, 7562 bps, 94.53%, Err 97 (1.0e-005)
1198.767 .... 4428 packets received, 7568 bps, 94.60%, Err 97 (1.0e-005)
1200.876 .... 4436 packets received, 7568 bps, 94.60%, Err 97 (1.0e-005)
1202.985 .... 4444 packets received, 7568 bps, 94.61%, Err 97 (1.0e-005)
1205.095 .... 4452 packets received, 7569 bps, 94.61%, Err 97 (1.0e-005)
1207.220 .... 4460 packets received, 7569 bps, 94.61%, Err 97 (1.0e-005)
1209.329 .... 4468 packets received, 7569 bps, 94.62%, Err 97 (1.0e-005)
1211.454 .... 4476 packets received, 7570 bps, 94.62%, Err 97 (1.0e-005)
1213.579 .... 4484 packets received, 7570 bps, 94.62%, Err 97 (1.0e-005)
1215.673 .... 4488 packets received, 7564 bps, 94.55%, Err 98 (1.0e-005)
1217.782 .... 4499 packets received, 7569 bps, 94.61%, Err 98 (1.0e-005)
1219.907 .... 4507 packets received, 7569 bps, 94.62%, Err 98 (1.0e-005)
1222.001 .... 4515 packets received, 7570 bps, 94.62%, Err 98 (1.0e-005)
1224.142 .... 4523 packets received, 7570 bps, 94.62%, Err 98 (1.0e-005)
1226.236 .... 4531 packets received, 7570 bps, 94.63%, Err 98 (1.0e-005)
1228.361 .... 4539 packets received, 7571 bps, 94.63%, Err 98 (1.0e-005)
1230.470 .... 4547 packets received, 7571 bps, 94.64%, Err 98 (1.0e-005)
1232.564 .... 4555 packets received, 7571 bps, 94.64%, Err 98 (1.0e-005)
1234.689 .... 4563 packets received, 7572 bps, 94.64%, Err 99 (1.0e-005)
1236.798 .... 4570 packets received, 7570 bps, 94.63%, Err 99 (1.0e-005)
1238.923 .... 4578 packets received, 7570 bps, 94.63%, Err 99 (1.0e-005)
1241.048 .... 4586 packets received, 7571 bps, 94.63%, Err 99 (1.0e-005)
1243.158 .... 4594 packets received, 7571 bps, 94.64%, Err 99 (1.0e-005)
1245.251 .... 4602 packets received, 7571 bps, 94.64%, Err 99 (1.0e-005)
1247.361 .... 4610 packets received, 7572 bps, 94.65%, Err 99 (9.9e-006)
1249.470 .... 4618 packets received, 7572 bps, 94.65%, Err 99 (9.9e-006)
1252.658 .... 4626 packets received, 7566 bps, 94.57%, Err 100 (1.0e-005)
1254.767 .... 4637 packets received, 7571 bps, 94.64%, Err 100 (1.0e-005)
1257.158 .... 4642 packets received, 7565 bps, 94.56%, Err 101 (1.0e-005)
1259.252 .... 4653 packets received, 7570 bps, 94.63%, Err 101 (1.0e-005)
1261.377 .... 4661 packets received, 7570 bps, 94.63%, Err 101 (1.0e-005)
1263.486 .... 4669 packets received, 7571 bps, 94.63%, Err 101 (1.0e-005)
1265.611 .... 4677 packets received, 7571 bps, 94.64%, Err 101 (1.0e-005)
1268.502 .... 4684 packets received, 7565 bps, 94.56%, Err 102 (1.0e-005)
1270.627 .... 4695 packets received, 7570 bps, 94.63%, Err 102 (1.0e-005)
1272.736 .... 4703 packets received, 7570 bps, 94.63%, Err 102 (1.0e-005)
1274.846 .... 4711 packets received, 7571 bps, 94.63%, Err 102 (1.0e-005)
1276.971 .... 4719 packets received, 7571 bps, 94.64%, Err 102 (1.0e-005)
1279.080 .... 4727 packets received, 7571 bps, 94.64%, Err 102 (1.0e-005)
1281.189 .... 4735 packets received, 7572 bps, 94.65%, Err 102 (1.0e-005)
1283.299 .... 4743 packets received, 7572 bps, 94.65%, Err 103 (1.0e-005)
1285.424 .... 4751 packets received, 7572 bps, 94.65%, Err 103 (1.0e-005)
1287.533 .... 4759 packets received, 7573 bps, 94.66%, Err 103 (1.0e-005)
1289.643 .... 4767 packets received, 7573 bps, 94.66%, Err 103 (1.0e-005)
1291.752 .... 4775 packets received, 7573 bps, 94.66%, Err 103 (1.0e-005)
1293.861 .... 4783 packets received, 7573 bps, 94.67%, Err 103 (1.0e-005)
1295.971 .... 4791 packets received, 7574 bps, 94.67%, Err 103 (1.0e-005)
1298.096 .... 4799 packets received, 7574 bps, 94.68%, Err 103 (9.9e-006)
1300.205 .... 4807 packets received, 7574 bps, 94.68%, Err 104 (1.0e-005)
1302.330 .... 4815 packets received, 7575 bps, 94.68%, Err 104 (1.0e-005)
1304.440 .... 4822 packets received, 7573 bps, 94.67%, Err 105 (1.0e-005)
1306.549 .... 4830 packets received, 7574 bps, 94.67%, Err 105 (1.0e-005)
1308.659 .... 4838 packets received, 7574 bps, 94.67%, Err 105 (1.0e-005)
1310.768 .... 4846 packets received, 7574 bps, 94.68%, Err 105 (1.0e-005)
1312.877 .... 4854 packets received, 7575 bps, 94.68%, Err 105 (1.0e-005)
1315.002 .... 4862 packets received, 7575 bps, 94.68%, Err 105 (1.0e-005)
1317.127 .... 4870 packets received, 7575 bps, 94.69%, Err 106 (1.0e-005)
1319.221 .... 4877 packets received, 7574 bps, 94.67%, Err 107 (1.0e-005)
1321.331 .... 4885 packets received, 7574 bps, 94.68%, Err 107 (1.0e-005)
1323.456 .... 4893 packets received, 7574 bps, 94.68%, Err 107 (1.0e-005)
1325.565 .... 4901 packets received, 7575 bps, 94.68%, Err 107 (1.0e-005)
1327.674 .... 4909 packets received, 7575 bps, 94.69%, Err 107 (1.0e-005)
1329.768 .... 4917 packets received, 7575 bps, 94.69%, Err 107 (1.0e-005)
1331.893 .... 4925 packets received, 7576 bps, 94.69%, Err 107 (1.0e-005)
1334.018 .... 4933 packets received, 7576 bps, 94.70%, Err 107 (1.0e-005)
1336.393 .... 4938 packets received, 7570 bps, 94.62%, Err 108 (1.0e-005)
1338.503 .... 4949 packets received, 7575 bps, 94.69%, Err 108 (1.0e-005)
1340.612 .... 4957 packets received, 7575 bps, 94.69%, Err 108 (1.0e-005)
1342.721 .... 4964 packets received, 7574 bps, 94.67%, Err 109 (1.0e-005)
1344.831 .... 4972 packets received, 7574 bps, 94.68%, Err 109 (1.0e-005)
1346.940 .... 4980 packets received, 7575 bps, 94.68%, Err 109 (1.0e-005)
1349.065 .... 4988 packets received, 7575 bps, 94.68%, Err 109 (1.0e-005)
1351.175 .... 4996 packets received, 7575 bps, 94.69%, Err 109 (1.0e-005)
1353.284 .... 5004 packets received, 7575 bps, 94.69%, Err 109 (1.0e-005)
1355.393 .... 5012 packets received, 7576 bps, 94.70%, Err 109 (1.0e-005)
1357.503 .... 5020 packets received, 7576 bps, 94.70%, Err 109 (1.0e-005)
1359.612 .... 5028 packets received, 7576 bps, 94.70%, Err 109 (1.0e-005)
1361.737 .... 5036 packets received, 7576 bps, 94.71%, Err 109 (1.0e-005)
1363.831 .... 5044 packets received, 7577 bps, 94.71%, Err 109 (1.0e-005)
1365.940 .... 5048 packets received, 7571 bps, 94.64%, Err 110 (1.0e-005)
1368.066 .... 5059 packets received, 7576 bps, 94.70%, Err 110 (1.0e-005)
1370.175 .... 5067 packets received, 7576 bps, 94.70%, Err 110 (1.0e-005)
1372.284 .... 5075 packets received, 7576 bps, 94.71%, Err 110 (1.0e-005)
1374.409 .... 5083 packets received, 7577 bps, 94.71%, Err 110 (1.0e-005)
1376.519 .... 5091 packets received, 7577 bps, 94.71%, Err 110 (1.0e-005)
1378.644 .... 5099 packets received, 7577 bps, 94.71%, Err 110 (1.0e-005)
1380.738 .... 5103 packets received, 7572 bps, 94.65%, Err 112 (1.0e-005)
1382.831 .... 5114 packets received, 7576 bps, 94.71%, Err 112 (1.0e-005)
1384.956 .... 5121 packets received, 7575 bps, 94.69%, Err 113 (1.0e-005)
1387.081 .... 5129 packets received, 7575 bps, 94.69%, Err 113 (1.0e-005)
1389.206 .... 5137 packets received, 7576 bps, 94.69%, Err 113 (1.0e-005)
1391.316 .... 5145 packets received, 7576 bps, 94.70%, Err 113 (1.0e-005)
1393.410 .... 5153 packets received, 7576 bps, 94.70%, Err 114 (1.0e-005)
1396.316 .... 5160 packets received, 7571 bps, 94.63%, Err 115 (1.0e-005)
1398.425 .... 5171 packets received, 7575 bps, 94.69%, Err 115 (1.0e-005)
1400.535 .... 5179 packets received, 7576 bps, 94.70%, Err 115 (1.0e-005)
1402.644 .... 5187 packets received, 7576 bps, 94.70%, Err 115 (1.0e-005)
1404.753 .... 5195 packets received, 7576 bps, 94.70%, Err 115 (1.0e-005)
1406.879 .... 5203 packets received, 7576 bps, 94.71%, Err 116 (1.0e-005)
1408.988 .... 5210 packets received, 7575 bps, 94.69%, Err 116 (1.0e-005)
1411.113 .... 5218 packets received, 7576 bps, 94.69%, Err 116 (1.0e-005)
1413.222 .... 5221 packets received, 7569 bps, 94.61%, Err 117 (1.0e-005)
1415.316 .... 5233 packets received, 7575 bps, 94.68%, Err 117 (1.0e-005)
1417.441 .... 5241 packets received, 7575 bps, 94.69%, Err 117 (1.0e-005)
1419.535 .... 5249 packets received, 7575 bps, 94.69%, Err 117 (1.0e-005)
1421.644 .... 5257 packets received, 7576 bps, 94.69%, Err 117 (1.0e-005)
1423.785 .... 5265 packets received, 7576 bps, 94.70%, Err 117 (1.0e-005)
1425.894 .... 5273 packets received, 7576 bps, 94.70%, Err 117 (1.0e-005)
1428.004 .... 5281 packets received, 7576 bps, 94.70%, Err 117 (1.0e-005)
1430.098 .... 5289 packets received, 7577 bps, 94.71%, Err 117 (1.0e-005)
1432.223 .... 5297 packets received, 7577 bps, 94.71%, Err 117 (1.0e-005)
1434.316 .... 5305 packets received, 7577 bps, 94.72%, Err 117 (1.0e-005)
